plot,block,rate,PD,stage,diameter,height,who
201E,2,0,Early,43,1.1,33,Laurel 
201E,2,0,Early,41,1.5,33,Laurel 
201E,2,0,Early,47,1.7,33,Laurel 
201E,2,0,Early,49,1.7,33,Laurel 
201E,2,0,Early,49,1.9,33,Laurel 
201E,2,0,Early,47,2,33,Laurel 
201E,2,0,Early,43,2.1,33,Laurel 
201E,2,0,Early,41,2.4,33,Laurel 
201E,2,0,Early,49,1.6,34.3,Laurel 
201E,2,0,Early,49,1.8,35.6,Laurel 
201E,2,0,Early,49,1.8,35.6,Laurel 
201E,2,0,Early,45,1.9,35.6,Laurel 
201E,2,0,Early,41,1.9,35.6,Laurel 
201E,2,0,Early,49,2,35.6,Laurel 
201E,2,0,Early,45,2,35.6,Laurel 
201E,2,0,Early,43,2.1,35.6,Laurel 
201E,2,0,Early,45,2.3,35.6,Laurel 
201E,2,0,Early,45,1.9,36.8,Laurel 
201E,2,0,Early,39,2.5,36.8,Laurel 
201E,2,0,Early,49,1.7,38.1,Laurel 
201E,2,0,Early,47,1.7,38.1,Laurel 
201E,2,0,Early,41,1.7,38.1,Laurel 
201E,2,0,Early,41,1.7,38.1,Laurel 
201E,2,0,Early,41,1.9,38.1,Laurel 
201E,2,0,Early,53,1.8,40.6,Laurel 
201E,2,0,Early,47,1.8,40.6,Laurel 
201E,2,0,Early,49,1.9,40.6,Laurel 
201E,2,0,Early,49,2,40.6,Laurel 
201E,2,0,Early,39,2.6,40.6,Laurel 
201E,2,0,Early,55,1.4,41.9,Laurel 
201E,2,0,Early,49,1.6,41.9,Laurel 
201E,2,0,Early,55,2,43.2,Laurel 
201E,2,0,Early,49,2.3,43.2,Laurel 
201E,2,0,Early,45,2.4,43.2,Laurel 
201E,2,0,Early,49,2.4,44.5,Laurel 
201E,2,0,Early,49,2.5,45.7,Laurel 
201E,2,0,Early,47,2.9,45.7,Laurel 
201E,2,0,Early,55,1.4,48.3,Laurel 
201E,2,0,Early,49,2.3,48.3,Laurel 
201E,2,0,Early,49,1.8,49.5,Laurel 
201E,2,0,Early,49,2,50.8,Laurel 
201E,2,0,Early,49,3.1,50.8,Laurel 
201E,2,0,Early,57,3.3,52.1,Laurel 
201E,2,0,Early,43,3.4,52.1,Laurel 
201E,2,0,Early,51,2.4,55.9,Laurel 
201E,2,0,Early,57,3,61,Laurel 
201E,2,0,Early,55,3.1,61,Laurel 
201E,2,0,Early,57,3,62.2,Laurel 
201E,2,0,Early,53,2.8,63.5,Laurel 
201E,2,0,Early,53,3.8,73.7,Laurel 
201L,2,0,Late,25,na,17.8,Laurel 
201L,2,0,Late,43,0.64,20.3,Laurel 
201L,2,0,Late,25,na,22.9,Laurel 
201L,2,0,Late,61,0.73,40.6,Laurel 
201L,2,0,Late,61,0.84,45.7,Laurel 
201L,2,0,Late,61,0.53,50.8,Laurel 
201L,2,0,Late,69,0.59,58.4,Laurel 
201L,2,0,Late,63,0.74,58.4,Laurel 
201L,2,0,Late,63,0.98,58.4,Laurel 
201L,2,0,Late,67,1,58.4,Laurel 
201L,2,0,Late,65,0.6,61,Laurel 
201L,2,0,Late,61,0.85,61,Laurel 
201L,2,0,Late,61,0.94,61,Laurel 
201L,2,0,Late,59,1.18,63.5,Laurel 
201L,2,0,Late,61,0.69,66,Laurel 
201L,2,0,Late,61,0.96,66,Laurel 
201L,2,0,Late,61,0.81,68.6,Laurel 
201L,2,0,Late,61,1.14,68.6,Laurel 
201L,2,0,Late,63,1.24,68.6,Laurel 
201L,2,0,Late,61,1.05,71.1,Laurel 
201L,2,0,Late,65,1.05,71.1,Laurel 
201L,2,0,Late,63,1.37,71.1,Laurel 
201L,2,0,Late,65,0.73,73.7,Laurel 
201L,2,0,Late,65,1.19,73.7,Laurel 
201L,2,0,Late,63,1.27,73.7,Laurel 
201L,2,0,Late,63,1.35,73.7,Laurel 
201L,2,0,Late,65,0.99,76.2,Laurel 
201L,2,0,Late,69,1.12,76.2,Laurel 
201L,2,0,Late,63,1.16,76.2,Laurel 
201L,2,0,Late,61,1.06,78.7,Laurel 
201L,2,0,Late,63,1.24,78.7,Laurel 
201L,2,0,Late,61,1.33,78.7,Laurel 
201L,2,0,Late,65,0.66,81.3,Laurel 
201L,2,0,Late,63,1.02,81.3,Laurel 
201L,2,0,Late,65,1.09,81.3,Laurel 
201L,2,0,Late,65,1.97,81.3,Laurel 
201L,2,0,Late,65,1.28,83.8,Laurel 
201L,2,0,Late,65,0.85,86.4,Laurel 
201L,2,0,Late,65,1.14,86.4,Laurel 
201L,2,0,Late,63,1.23,86.4,Laurel 
201L,2,0,Late,65,1.34,86.4,Laurel 
201L,2,0,Late,67,1.26,88.9,Laurel 
201L,2,0,Late,59,1.4,88.9,Laurel 
201L,2,0,Late,69,1.77,88.9,Laurel 
201L,2,0,Late,61,1.17,91.4,Laurel 
201L,2,0,Late,65,1.23,91.4,Laurel 
201L,2,0,Late,63,1.58,91.4,Laurel 
201L,2,0,Late,67,1.69,91.4,Laurel 
201L,2,0,Late,67,1.22,94,Laurel 
201L,2,0,Late,67,1.57,94,Laurel 
201L,2,0,Late,63,1.5,96.5,Laurel 
201L,2,0,Late,69,1.68,96.5,Laurel 
201L,2,0,Late,69,1.82,96.5,Laurel 
201L,2,0,Late,67,1.63,99.1,Laurel 
201L,2,0,Late,65,1.65,99.1,Laurel 
201L,2,0,Late,69,1.61,101.6,Laurel 
201L,2,0,Late,67,1.63,101.6,Laurel 
201L,2,0,Late,69,1.99,101.6,Laurel 
201L,2,0,Late,67,1.48,104.1,Laurel 
201L,2,0,Late,69,1.58,104.1,Laurel 
201L,2,0,Late,69,1.61,104.1,Laurel 
201L,2,0,Late,67,1.97,104.1,Laurel 
201L,2,0,Late,61,2.03,104.1,Laurel 
201L,2,0,Late,69,1.84,106.7,Laurel 
201L,2,0,Late,67,2.07,106.7,Laurel 
201L,2,0,Late,65,1.61,109.2,Laurel 
201L,2,0,Late,63,1.72,109.2,Laurel 
201L,2,0,Late,67,1.82,109.2,Laurel 
201L,2,0,Late,67,1.98,109.2,Laurel 
201L,2,0,Late,59,2.45,109.2,Laurel 
201L,2,0,Late,67,2.39,111.8,Laurel 
201L,2,0,Late,61,2.5,111.8,Laurel 
201L,2,0,Late,67,1.89,114.3,Laurel 
201L,2,0,Late,67,2.16,114.3,Laurel 
201L,2,0,Late,67,2.38,114.3,Laurel 
201L,2,0,Late,65,2.26,116.8,Laurel 
201L,2,0,Late,67,2.58,116.8,Laurel 
201L,2,0,Late,65,2.65,116.8,Laurel 
201L,2,0,Late,65,2.86,119.4,Laurel 
201L,2,0,Late,69,0.72,121.9,Laurel 
201L,2,0,Late,69,2.27,121.9,Laurel 
201L,2,0,Late,67,2.48,121.9,Laurel 
201L,2,0,Late,67,2.52,121.9,Laurel 
201L,2,0,Late,65,2.71,121.9,Laurel 
201L,2,0,Late,67,2.93,121.9,Laurel 
201L,2,0,Late,67,2.71,124.5,Laurel 
201L,2,0,Late,63,3.1,124.5,Laurel 
201L,2,0,Late,69,2.58,127,Laurel 
201L,2,0,Late,65,2.59,127,Laurel 
201L,2,0,Late,67,2.9,127,Laurel 
201L,2,0,Late,65,3.07,129.5,Laurel 
201L,2,0,Late,69,2.68,134.6,Laurel 
201L,2,0,Late,67,3.16,134.6,Laurel 
201L,2,0,Late,67,3.39,144.8,Laurel 
201L,2,0,Late,69,3.68,144.8,Laurel 
202E,2,1.5,Early,47,0.7,25.4,Laurel 
202E,2,1.5,Early,49,1.1,30.5,Laurel 
202E,2,1.5,Early,47,1.5,40.6,Laurel 
202E,2,1.5,Early,57,1.8,40.6,Laurel 
202E,2,1.5,Early,49,1.4,48.3,Laurel 
202E,2,1.5,Early,51,1.5,48.3,Laurel 
202E,2,1.5,Early,55,2.4,48.3,Laurel 
202E,2,1.5,Early,55,2.3,53.3,Laurel 
202E,2,1.5,Early,49,2.3,53.3,Laurel 
202E,2,1.5,Early,49,1.5,55.9,Laurel 
202E,2,1.5,Early,53,2.1,55.9,Laurel 
202E,2,1.5,Early,55,2,57.2,Laurel 
202E,2,1.5,Early,59,3,57.2,Laurel 
202E,2,1.5,Early,49,3.1,57.2,Laurel 
202E,2,1.5,Early,53,1.9,58.4,Laurel 
202E,2,1.5,Early,57,2,58.4,Laurel 
202E,2,1.5,Early,49,2.2,58.4,Laurel 
202E,2,1.5,Early,55,2.7,58.4,Laurel 
202E,2,1.5,Early,55,3,61,Laurel 
202E,2,1.5,Early,53,3.1,61,Laurel 
202E,2,1.5,Early,55,2.6,63.5,Laurel 
202E,2,1.5,Early,49,3.1,63.5,Laurel 
202E,2,1.5,Early,55,3.1,63.5,Laurel 
202E,2,1.5,Early,51,2.1,64.8,Laurel 
202E,2,1.5,Early,55,2.4,66,Laurel 
202E,2,1.5,Early,53,2.5,66,Laurel 
202E,2,1.5,Early,53,2.5,66,Laurel 
202E,2,1.5,Early,55,3,66,Laurel 
202E,2,1.5,Early,59,2.1,67.3,Laurel 
202E,2,1.5,Early,57,3,67.3,Laurel 
202E,2,1.5,Early,49,2.7,68.6,Laurel 
202E,2,1.5,Early,55,3.2,68.6,Laurel 
202E,2,1.5,Early,51,3.6,68.6,Laurel 
202E,2,1.5,Early,51,3,69.9,Laurel 
202E,2,1.5,Early,55,2.7,71.1,Laurel 
202E,2,1.5,Early,57,3,71.1,Laurel 
202E,2,1.5,Early,55,3.1,71.1,Laurel 
202E,2,1.5,Early,53,3.4,71.1,Laurel 
202E,2,1.5,Early,57,3,73.7,Laurel 
202E,2,1.5,Early,53,3.1,73.7,Laurel 
202E,2,1.5,Early,55,3.8,73.7,Laurel 
202E,2,1.5,Early,55,3.3,74.9,Laurel 
202E,2,1.5,Early,59,2.4,76.2,Laurel 
202E,2,1.5,Early,59,2.5,76.2,Laurel 
202E,2,1.5,Early,55,2.8,76.2,Laurel 
202E,2,1.5,Early,55,3.4,76.2,Laurel 
202E,2,1.5,Early,53,3.6,76.2,Laurel 
202E,2,1.5,Early,59,3.7,76.2,Laurel 
202E,2,1.5,Early,47,2.7,78.7,Laurel 
202E,2,1.5,Early,55,4.2,78.7,Laurel 
202E,2,1.5,Early,59,3,80,Laurel 
202E,2,1.5,Early,57,3.8,80,Laurel 
202E,2,1.5,Early,55,2.7,81.3,Laurel 
202E,2,1.5,Early,53,3.9,81.3,Laurel 
202E,2,1.5,Early,59,3.2,83.8,Laurel 
202E,2,1.5,Early,57,3.3,83.8,Laurel 
202E,2,1.5,Early,53,3.7,83.8,Laurel 
202E,2,1.5,Early,55,3.9,83.8,Laurel 
202E,2,1.5,Early,55,3,85.1,Laurel 
202E,2,1.5,Early,57,3.6,87.6,Laurel 
202E,2,1.5,Early,53,3.4,88.9,Laurel 
202E,2,1.5,Early,55,4.3,88.9,Laurel 
202E,2,1.5,Early,57,3.7,92.7,Laurel 
202E,2,1.5,Early,55,3.3,94,Laurel 
202E,2,1.5,Early,59,4,104.1,Laurel 
202L,2,1.5,Late,25,0.56,20.3,Laurel 
202L,2,1.5,Late,63,0.47,25.4,Laurel 
202L,2,1.5,Late,61,0.63,53.3,Laurel 
202L,2,1.5,Late,61,0.71,55.9,Laurel 
202L,2,1.5,Late,65,0.53,61,Laurel 
202L,2,1.5,Late,61,0.94,61,Laurel 
202L,2,1.5,Late,61,0.76,66,Laurel 
202L,2,1.5,Late,67,0.68,68.6,Laurel 
202L,2,1.5,Late,65,0.83,68.6,Laurel 
202L,2,1.5,Late,61,1.18,68.6,Laurel 
202L,2,1.5,Late,63,0.97,71.1,Laurel 
202L,2,1.5,Late,65,1.18,71.1,Laurel 
202L,2,1.5,Late,63,0.81,73.7,Laurel 
202L,2,1.5,Late,65,1.02,81.3,Laurel 
202L,2,1.5,Late,69,1.29,81.3,Laurel 
202L,2,1.5,Late,69,1.75,81.3,Laurel 
202L,2,1.5,Late,65,0.71,83.8,Laurel 
202L,2,1.5,Late,63,0.78,83.8,Laurel 
202L,2,1.5,Late,69,1.2,83.8,Laurel 
202L,2,1.5,Late,65,1.2,83.8,Laurel 
202L,2,1.5,Late,69,0.94,86.4,Laurel 
202L,2,1.5,Late,65,1.15,86.4,Laurel 
202L,2,1.5,Late,69,1.3,86.4,Laurel 
202L,2,1.5,Late,65,1.51,88.9,Laurel 
202L,2,1.5,Late,67,1.22,91.4,Laurel 
202L,2,1.5,Late,67,1.62,96.5,Laurel 
202L,2,1.5,Late,67,1.66,96.5,Laurel 
202L,2,1.5,Late,69,1.28,99.1,Laurel 
202L,2,1.5,Late,63,1.4,99.1,Laurel 
202L,2,1.5,Late,69,1.82,99.1,Laurel 
202L,2,1.5,Late,61,2,101.6,Laurel 
202L,2,1.5,Late,63,1.44,104.1,Laurel 
202L,2,1.5,Late,69,1.48,106.7,Laurel 
202L,2,1.5,Late,67,1.56,106.7,Laurel 
202L,2,1.5,Late,65,1.58,106.7,Laurel 
202L,2,1.5,Late,67,1.99,106.7,Laurel 
202L,2,1.5,Late,69,1.52,109.2,Laurel 
202L,2,1.5,Late,69,1.68,109.2,Laurel 
202L,2,1.5,Late,69,1.69,109.2,Laurel 
202L,2,1.5,Late,69,1.75,109.2,Laurel 
202L,2,1.5,Late,69,1.82,109.2,Laurel 
202L,2,1.5,Late,69,2.21,109.2,Laurel 
202L,2,1.5,Late,65,1.39,111.8,Laurel 
202L,2,1.5,Late,67,2.12,111.8,Laurel 
202L,2,1.5,Late,69,2.14,111.8,Laurel 
202L,2,1.5,Late,61,2.58,111.8,Laurel 
202L,2,1.5,Late,65,1.92,114.3,Laurel 
202L,2,1.5,Late,69,1.64,116.8,Laurel 
202L,2,1.5,Late,69,1.8,116.8,Laurel 
202L,2,1.5,Late,69,1.92,116.8,Laurel 
202L,2,1.5,Late,69,2.06,116.8,Laurel 
202L,2,1.5,Late,69,1.79,119.4,Laurel 
202L,2,1.5,Late,69,2.02,119.4,Laurel 
202L,2,1.5,Late,67,2.09,119.4,Laurel 
202L,2,1.5,Late,69,2.14,119.4,Laurel 
202L,2,1.5,Late,67,2.19,119.4,Laurel 
202L,2,1.5,Late,67,2.37,119.4,Laurel 
202L,2,1.5,Late,69,1.77,121.9,Laurel 
202L,2,1.5,Late,65,1.89,121.9,Laurel 
202L,2,1.5,Late,69,2.13,121.9,Laurel 
202L,2,1.5,Late,67,2.15,121.9,Laurel 
202L,2,1.5,Late,69,2.2,121.9,Laurel 
202L,2,1.5,Late,67,2.24,121.9,Laurel 
202L,2,1.5,Late,67,1.54,124.5,Laurel 
202L,2,1.5,Late,69,1.86,124.5,Laurel 
202L,2,1.5,Late,67,1.89,124.5,Laurel 
202L,2,1.5,Late,69,1.96,124.5,Laurel 
202L,2,1.5,Late,67,2.22,124.5,Laurel 
202L,2,1.5,Late,67,2.37,124.5,Laurel 
202L,2,1.5,Late,69,2.15,127,Laurel 
202L,2,1.5,Late,69,2.19,127,Laurel 
202L,2,1.5,Late,69,2.26,127,Laurel 
202L,2,1.5,Late,61,2.48,127,Laurel 
202L,2,1.5,Late,69,2.59,127,Laurel 
202L,2,1.5,Late,67,2.44,129.5,Laurel 
202L,2,1.5,Late,67,2.73,129.5,Laurel 
202L,2,1.5,Late,69,2.06,132.1,Laurel 
202L,2,1.5,Late,69,2.37,132.1,Laurel 
202L,2,1.5,Late,67,2.45,132.1,Laurel 
202L,2,1.5,Late,69,2.5,132.1,Laurel 
202L,2,1.5,Late,69,2.63,132.1,Laurel 
202L,2,1.5,Late,69,2.71,132.1,Laurel 
202L,2,1.5,Late,67,2.88,132.1,Laurel 
202L,2,1.5,Late,67,2.38,134.6,Laurel 
202L,2,1.5,Late,69,2.53,137.2,Laurel 
202L,2,1.5,Late,67,2.38,139.7,Laurel 
202L,2,1.5,Late,69,2.48,139.7,Laurel 
202L,2,1.5,Late,69,2.8,139.7,Laurel 
202L,2,1.5,Late,69,2.43,142.2,Laurel 
202L,2,1.5,Late,69,2.32,144.8,Laurel 
202L,2,1.5,Late,69,3.22,144.8,Laurel 
202L,2,1.5,Late,67,3.81,147.3,Laurel 
202L,2,1.5,Late,69,2.71,157.5,Laurel 
202L,2,1.5,Late,69,3.57,157.5,Laurel 
202L,2,1.5,Late,69,3.73,160,Laurel 
202L,2,1.5,Late,69,4.69,162.6,Laurel 
202L,2,1.5,Late,71,4.32,170.2,Laurel 
203E,2,3,Early,na,na,12.7,Laurel 
203E,2,3,Early,53,0.9,17.8,Laurel 
203E,2,3,Early,47,0.8,22.9,Laurel 
203E,2,3,Early,45,0.9,27.9,Laurel 
203E,2,3,Early,47,1.1,27.9,Laurel 
203E,2,3,Early,47,1.1,30.5,Laurel 
203E,2,3,Early,47,1.2,30.5,Laurel 
203E,2,3,Early,45,1.3,31.8,Laurel 
203E,2,3,Early,49,2.3,33,Laurel 
203E,2,3,Early,47,1.8,34.3,Laurel 
203E,2,3,Early,47,1.9,34.3,Laurel 
203E,2,3,Early,49,0.9,35.6,Laurel 
203E,2,3,Early,49,1.1,35.6,Laurel 
203E,2,3,Early,49,1.3,35.6,Laurel 
203E,2,3,Early,47,1.4,35.6,Laurel 
203E,2,3,Early,51,1.9,35.6,Laurel 
203E,2,3,Early,47,1.8,36.8,Laurel 
203E,2,3,Early,49,1.7,38.1,Laurel 
203E,2,3,Early,49,1.7,38.1,Laurel 
203E,2,3,Early,47,1.7,38.1,Laurel 
203E,2,3,Early,41,2.4,38.1,Laurel 
203E,2,3,Early,49,1.2,39.4,Laurel 
203E,2,3,Early,43,2.3,40.6,Laurel 
203E,2,3,Early,49,1.6,41.9,Laurel 
203E,2,3,Early,43,1.7,41.9,Laurel 
203E,2,3,Early,49,1.9,41.9,Laurel 
203E,2,3,Early,49,1.8,43.2,Laurel 
203E,2,3,Early,49,2.1,43.2,Laurel 
203E,2,3,Early,55,2,44.5,Laurel 
203E,2,3,Early,47,2.5,44.5,Laurel 
203E,2,3,Early,49,2,45.7,Laurel 
203E,2,3,Early,51,2.2,45.7,Laurel 
203E,2,3,Early,51,2.6,45.7,Laurel 
203E,2,3,Early,55,1.3,48.3,Laurel 
203E,2,3,Early,47,1.9,48.3,Laurel 
203E,2,3,Early,51,1.6,50.8,Laurel 
203E,2,3,Early,51,1.8,50.8,Laurel 
203E,2,3,Early,55,1.9,50.8,Laurel 
203E,2,3,Early,49,1.5,52.1,Laurel 
203E,2,3,Early,49,2.4,52.1,Laurel 
203E,2,3,Early,47,2.7,52.1,Laurel 
203E,2,3,Early,49,1.8,53.3,Laurel 
203E,2,3,Early,51,1.9,53.3,Laurel 
203E,2,3,Early,49,2.9,53.3,Laurel 
203E,2,3,Early,47,2.6,54.6,Laurel 
203E,2,3,Early,57,1.7,55.9,Laurel 
203E,2,3,Early,47,2.3,58.4,Laurel 
203E,2,3,Early,47,2.4,58.4,Laurel 
203E,2,3,Early,53,2.5,58.4,Laurel 
203E,2,3,Early,49,2.6,58.4,Laurel 
203E,2,3,Early,55,3,58.4,Laurel 
203E,2,3,Early,49,3.1,58.4,Laurel 
203E,2,3,Early,55,2.7,59.7,Laurel 
203E,2,3,Early,51,2.4,61,Laurel 
203E,2,3,Early,51,2.6,61,Laurel 
203E,2,3,Early,57,2,62.2,Laurel 
203E,2,3,Early,47,3.2,63.5,Laurel 
203E,2,3,Early,49,3.5,66,Laurel 
203E,2,3,Early,49,3.7,66,Laurel 
203E,2,3,Early,55,3.1,68.6,Laurel 
203E,2,3,Early,55,3.2,68.6,Laurel 
203E,2,3,Early,49,3.2,71.1,Laurel 
203E,2,3,Early,55,3.3,71.1,Laurel 
203E,2,3,Early,55,3,73.7,Laurel 
203E,2,3,Early,55,3,73.7,Laurel 
203E,2,3,Early,53,3.4,73.7,Laurel 
203E,2,3,Early,55,3.9,73.7,Laurel 
203L,2,3,Late,25,0.23,22.9,Laurel 
203L,2,3,Late,59,0.31,22.9,Laurel 
203L,2,3,Late,25,0.22,25.4,Laurel 
203L,2,3,Late,25,0.6,30.5,Laurel 
203L,2,3,Late,61,0.7,50.8,Laurel 
203L,2,3,Late,61,3.63,53.3,Laurel 
203L,2,3,Late,59,1.75,55.9,Laurel 
203L,2,3,Late,61,0.54,58.4,Laurel 
203L,2,3,Late,67,0.76,73.7,Laurel 
203L,2,3,Late,61,0.83,78.7,Laurel 
203L,2,3,Late,63,1.57,81.3,Laurel 
203L,2,3,Late,69,0.97,86.4,Laurel 
203L,2,3,Late,67,1.38,86.4,Laurel 
203L,2,3,Late,61,1.1,91.4,Laurel 
203L,2,3,Late,65,1.44,94,Laurel 
203L,2,3,Late,69,1.73,94,Laurel 
203L,2,3,Late,69,0.98,96.5,Laurel 
203L,2,3,Late,67,1.14,96.5,Laurel 
203L,2,3,Late,69,1.68,99.1,Laurel 
203L,2,3,Late,65,1.21,104.1,Laurel 
203L,2,3,Late,67,1.16,106.7,Laurel 
203L,2,3,Late,69,1.35,106.7,Laurel 
203L,2,3,Late,69,1.71,106.7,Laurel 
203L,2,3,Late,67,1.78,106.7,Laurel 
203L,2,3,Late,67,1.84,109.2,Laurel 
203L,2,3,Late,67,2.52,109.2,Laurel 
203L,2,3,Late,69,1.41,111.8,Laurel 
203L,2,3,Late,67,1.66,111.8,Laurel 
203L,2,3,Late,69,2.01,111.8,Laurel 
203L,2,3,Late,65,1.5,114.3,Laurel 
203L,2,3,Late,69,1.56,114.3,Laurel 
203L,2,3,Late,67,1.99,114.3,Laurel 
203L,2,3,Late,67,1.59,116.8,Laurel 
203L,2,3,Late,63,1.74,116.8,Laurel 
203L,2,3,Late,69,2.09,116.8,Laurel 
203L,2,3,Late,69,2.14,116.8,Laurel 
203L,2,3,Late,65,1.77,119.4,Laurel 
203L,2,3,Late,67,1.96,119.4,Laurel 
203L,2,3,Late,69,2.05,119.4,Laurel 
203L,2,3,Late,69,2.12,119.4,Laurel 
203L,2,3,Late,69,2.14,119.4,Laurel 
203L,2,3,Late,65,1.85,121.9,Laurel 
203L,2,3,Late,67,1.94,121.9,Laurel 
203L,2,3,Late,65,2.13,121.9,Laurel 
203L,2,3,Late,69,2.22,121.9,Laurel 
203L,2,3,Late,67,2.28,121.9,Laurel 
203L,2,3,Late,69,2.78,121.9,Laurel 
203L,2,3,Late,69,1.5,124.5,Laurel 
203L,2,3,Late,67,1.93,124.5,Laurel 
203L,2,3,Late,69,2.03,124.5,Laurel 
203L,2,3,Late,67,2.32,124.5,Laurel 
203L,2,3,Late,69,2.03,129.5,Laurel 
203L,2,3,Late,69,2.37,129.5,Laurel 
203L,2,3,Late,69,2.49,129.5,Laurel 
203L,2,3,Late,69,2.31,132.1,Laurel 
203L,2,3,Late,69,2.45,132.1,Laurel 
203L,2,3,Late,67,3.1,132.1,Laurel 
203L,2,3,Late,69,3.21,132.1,Laurel 
203L,2,3,Late,69,2.05,134.6,Laurel 
203L,2,3,Late,69,2.73,134.6,Laurel 
203L,2,3,Late,67,3.08,134.6,Laurel 
203L,2,3,Late,67,2.58,137.2,Laurel 
203L,2,3,Late,69,2.83,137.2,Laurel 
203L,2,3,Late,63,2.6,139.7,Laurel 
203L,2,3,Late,69,3.05,139.7,Laurel 
203L,2,3,Late,69,3.36,139.7,Laurel 
203L,2,3,Late,69,2.33,142.2,Laurel 
203L,2,3,Late,69,2.44,142.2,Laurel 
203L,2,3,Late,69,2.46,142.2,Laurel 
203L,2,3,Late,69,3.01,142.2,Laurel 
203L,2,3,Late,69,3.05,142.2,Laurel 
203L,2,3,Late,67,2.77,144.8,Laurel 
203L,2,3,Late,69,2.88,144.8,Laurel 
203L,2,3,Late,69,2.97,144.8,Laurel 
203L,2,3,Late,67,3.04,144.8,Laurel 
203L,2,3,Late,69,3.1,144.8,Laurel 
203L,2,3,Late,69,3.51,144.8,Laurel 
203L,2,3,Late,67,3.8,144.8,Laurel 
203L,2,3,Late,69,2.62,147.3,Laurel 
203L,2,3,Late,69,2.8,147.3,Laurel 
203L,2,3,Late,69,3.15,147.3,Laurel 
203L,2,3,Late,69,3.53,147.3,Laurel 
203L,2,3,Late,69,3.47,149.9,Laurel 
203L,2,3,Late,69,2.52,152.4,Laurel 
203L,2,3,Late,67,2.66,152.4,Laurel 
203L,2,3,Late,69,2.68,152.4,Laurel 
203L,2,3,Late,69,3.38,152.4,Laurel 
203L,2,3,Late,67,0.94,154.9,Laurel 
203L,2,3,Late,67,3.42,154.9,Laurel 
203L,2,3,Late,69,3.51,154.9,Laurel 
203L,2,3,Late,69,3.63,154.9,Laurel 
203L,2,3,Late,69,3.18,157.5,Laurel 
203L,2,3,Late,69,3.9,157.5,Laurel 
203L,2,3,Late,69,3.11,160,Laurel 
203L,2,3,Late,67,3.31,162.6,Laurel 
203L,2,3,Late,67,3.5,165.1,Laurel 
203L,2,3,Late,69,3.7,165.1,Laurel 
203L,2,3,Late,67,3.79,165.1,Laurel 
203L,2,3,Late,69,4.58,170.2,Laurel 
301E,3,3,Early,na,na,15.2,Laurel 
301E,3,3,Early,na,na,17.8,Laurel 
301E,3,3,Early,30,1.2,20.3,Laurel 
301E,3,3,Early,na,na,20.3,Laurel 
301E,3,3,Early,43,1.1,30.5,Laurel 
301E,3,3,Early,41,2,38.1,Laurel 
301E,3,3,Early,47,2.3,38.1,Laurel 
301E,3,3,Early,47,1.4,41.9,Laurel 
301E,3,3,Early,43,2,45.7,Laurel 
301E,3,3,Early,55,3.1,54.6,Laurel 
301E,3,3,Early,49,2.4,55.9,Laurel 
301E,3,3,Early,59,3.8,55.9,Laurel 
301E,3,3,Early,51,2.3,58.4,Laurel 
301E,3,3,Early,57,2.6,58.4,Laurel 
301E,3,3,Early,51,3.1,58.4,Laurel 
301E,3,3,Early,49,2.5,61,Laurel 
301E,3,3,Early,49,3,61,Laurel 
301E,3,3,Early,59,2.6,63.5,Laurel 
301E,3,3,Early,45,3.2,63.5,Laurel 
301E,3,3,Early,49,3.3,63.5,Laurel 
301E,3,3,Early,57,2.1,66,Laurel 
301E,3,3,Early,49,2.6,66,Laurel 
301E,3,3,Early,55,3.6,66,Laurel 
301E,3,3,Early,53,2.2,67.3,Laurel 
301E,3,3,Early,55,4.2,68.6,Laurel 
301E,3,3,Early,41,2.5,69.9,Laurel 
301E,3,3,Early,57,2.8,71.1,Laurel 
301E,3,3,Early,49,2.8,71.1,Laurel 
301E,3,3,Early,53,2.9,71.1,Laurel 
301E,3,3,Early,59,2,72.4,Laurel 
301E,3,3,Early,57,2.6,72.4,Laurel 
301E,3,3,Early,57,2.2,73.7,Laurel 
301E,3,3,Early,55,2.2,73.7,Laurel 
301E,3,3,Early,55,3.1,73.7,Laurel 
301E,3,3,Early,49,3.5,73.7,Laurel 
301E,3,3,Early,49,4.6,73.7,Laurel 
301E,3,3,Early,55,3.5,74.9,Laurel 
301E,3,3,Early,57,2.6,76.2,Laurel 
301E,3,3,Early,53,3.8,76.2,Laurel 
301E,3,3,Early,59,3,77.5,Laurel 
301E,3,3,Early,55,3.2,77.5,Laurel 
301E,3,3,Early,59,2.4,78.7,Laurel 
301E,3,3,Early,57,2.9,78.7,Laurel 
301E,3,3,Early,53,3.2,78.7,Laurel 
301E,3,3,Early,57,4.2,78.7,Laurel 
301E,3,3,Early,49,3.6,80,Laurel 
301E,3,3,Early,57,4.4,80,Laurel 
301E,3,3,Early,59,2.6,81.3,Laurel 
301E,3,3,Early,55,3,81.3,Laurel 
301E,3,3,Early,57,3.1,81.3,Laurel 
301E,3,3,Early,55,3.2,81.3,Laurel 
301E,3,3,Early,57,3.3,81.3,Laurel 
301E,3,3,Early,57,3,82.6,Laurel 
301E,3,3,Early,51,4.5,82.6,Laurel 
301E,3,3,Early,59,3.2,83.8,Laurel 
301E,3,3,Early,57,3.7,83.8,Laurel 
301E,3,3,Early,59,4.2,85.1,Laurel 
301E,3,3,Early,59,3.3,86.4,Laurel 
301E,3,3,Early,55,3.8,86.4,Laurel 
