plot,block,rate,PD,stage,diameter,height,who
501L,5,3,Late,69,2.59,127,Laurel 
501L,5,3,Late,69,2.63,127,Laurel 
501L,5,3,Late,69,3.84,127,Laurel 
501L,5,3,Late,69,1.57,129.5,Laurel 
501L,5,3,Late,69,1.88,129.5,Laurel 
501L,5,3,Late,69,2.3,129.5,Laurel 
501L,5,3,Late,69,2.77,129.5,Laurel 
501L,5,3,Late,69,2.85,129.5,Laurel 
501L,5,3,Late,69,1.72,132.1,Laurel 
501L,5,3,Late,69,1.83,132.1,Laurel 
501L,5,3,Late,69,2.1,132.1,Laurel 
501L,5,3,Late,71,2.16,132.1,Laurel 
501L,5,3,Late,67,2.62,132.1,Laurel 
501L,5,3,Late,67,2.76,132.1,Laurel 
501L,5,3,Late,67,2.78,132.1,Laurel 
501L,5,3,Late,69,2.04,134.6,Laurel 
501L,5,3,Late,69,2.15,134.6,Laurel 
501L,5,3,Late,69,2.22,134.6,Laurel 
501L,5,3,Late,69,2.62,134.6,Laurel 
501L,5,3,Late,69,2.93,134.6,Laurel 
501L,5,3,Late,69,3.09,134.6,Laurel 
501L,5,3,Late,69,1.98,137.2,Laurel 
501L,5,3,Late,69,2.4,137.2,Laurel 
501L,5,3,Late,69,2.56,137.2,Laurel 
501L,5,3,Late,67,2.58,137.2,Laurel 
501L,5,3,Late,69,2.71,137.2,Laurel 
501L,5,3,Late,69,2.05,139.7,Laurel 
501L,5,3,Late,69,2.13,139.7,Laurel 
501L,5,3,Late,69,2.17,139.7,Laurel 
501L,5,3,Late,69,2.34,139.7,Laurel 
501L,5,3,Late,69,2.53,139.7,Laurel 
501L,5,3,Late,69,2.68,139.7,Laurel 
501L,5,3,Late,67,2.77,139.7,Laurel 
501L,5,3,Late,69,2.88,139.7,Laurel 
501L,5,3,Late,69,2.97,139.7,Laurel 
501L,5,3,Late,67,3.05,139.7,Laurel 
501L,5,3,Late,69,3.07,139.7,Laurel 
501L,5,3,Late,69,2.06,142.2,Laurel 
501L,5,3,Late,69,2.07,142.2,Laurel 
501L,5,3,Late,69,2.38,142.2,Laurel 
501L,5,3,Late,69,3.02,142.2,Laurel 
501L,5,3,Late,69,3.06,142.2,Laurel 
501L,5,3,Late,69,3.07,142.2,Laurel 
501L,5,3,Late,69,3.22,142.2,Laurel 
501L,5,3,Late,69,3.48,142.2,Laurel 
501L,5,3,Late,67,2.31,144.8,Laurel 
501L,5,3,Late,69,2.42,144.8,Laurel 
501L,5,3,Late,69,2.61,144.8,Laurel 
501L,5,3,Late,69,2.75,144.8,Laurel 
501L,5,3,Late,69,2.82,144.8,Laurel 
501L,5,3,Late,69,3.33,144.8,Laurel 
501L,5,3,Late,69,3.39,144.8,Laurel 
501L,5,3,Late,69,3.6,144.8,Laurel 
501L,5,3,Late,69,2.4,147.3,Laurel 
501L,5,3,Late,69,2.58,147.3,Laurel 
501L,5,3,Late,69,2.84,147.3,Laurel 
501L,5,3,Late,69,3.11,147.3,Laurel 
501L,5,3,Late,69,3.35,147.3,Laurel 
501L,5,3,Late,69,3.48,147.3,Laurel 
501L,5,3,Late,69,3.91,147.3,Laurel 
501L,5,3,Late,67,2.94,149.9,Laurel 
501L,5,3,Late,69,3.13,149.9,Laurel 
501L,5,3,Late,69,3.7,149.9,Laurel 
501L,5,3,Late,69,2.49,152.4,Laurel 
501L,5,3,Late,69,3.09,152.4,Laurel 
501L,5,3,Late,69,3.19,152.4,Laurel 
501L,5,3,Late,69,3.36,152.4,Laurel 
501L,5,3,Late,69,3.6,152.4,Laurel 
501L,5,3,Late,69,2.76,154.9,Laurel 
501L,5,3,Late,69,3.05,154.9,Laurel 
501L,5,3,Late,69,3.55,157.5,Laurel 
501L,5,3,Late,69,2.95,160,Laurel 
501L,5,3,Late,69,3.38,160,Laurel 
501L,5,3,Late,69,3.39,160,Laurel 
501L,5,3,Late,69,3.4,165.1,Laurel 
501L,5,3,Late,69,3.46,175.3,Laurel 
502E,5,0,Early,na,na,10.2,Laurel 
502E,5,0,Early,45,0.5,17.8,Laurel 
502E,5,0,Early,45,1,17.8,Laurel 
502E,5,0,Early,49,1.3,17.8,Laurel 
502E,5,0,Early,51,0.9,20.3,Laurel 
502E,5,0,Early,41,1.1,20.3,Laurel 
502E,5,0,Early,47,1.5,20.3,Laurel 
502E,5,0,Early,45,1.5,22.9,Laurel 
502E,5,0,Early,47,1,25.4,Laurel 
502E,5,0,Early,45,1.4,26.7,Laurel 
502E,5,0,Early,45,1.8,27.9,Laurel 
502E,5,0,Early,49,1,29.2,Laurel 
502E,5,0,Early,51,1.7,29.2,Laurel 
502E,5,0,Early,45,1.7,29.2,Laurel 
502E,5,0,Early,59,1.2,30.5,Laurel 
502E,5,0,Early,51,1.3,30.5,Laurel 
502E,5,0,Early,47,1.4,30.5,Laurel 
502E,5,0,Early,45,1.4,30.5,Laurel 
502E,5,0,Early,45,1.5,31.8,Laurel 
502E,5,0,Early,59,1.4,33,Laurel 
502E,5,0,Early,49,1.5,33,Laurel 
502E,5,0,Early,51,1.7,33,Laurel 
502E,5,0,Early,57,1.7,33,Laurel 
502E,5,0,Early,45,1.9,33,Laurel 
502E,5,0,Early,47,2,33,Laurel 
502E,5,0,Early,45,2.1,33,Laurel 
502E,5,0,Early,47,1.2,35.6,Laurel 
502E,5,0,Early,51,1.3,35.6,Laurel 
502E,5,0,Early,47,1.9,35.6,Laurel 
502E,5,0,Early,47,2.3,35.6,Laurel 
502E,5,0,Early,47,2.3,36.8,Laurel 
502E,5,0,Early,51,1.4,38.1,Laurel 
502E,5,0,Early,49,1.8,38.1,Laurel 
502E,5,0,Early,53,2.1,38.1,Laurel 
502E,5,0,Early,na,2.4,38.1,Laurel 
502E,5,0,Early,53,1.4,39.4,Laurel 
502E,5,0,Early,53,1.4,40.6,Laurel 
502E,5,0,Early,47,1.9,40.6,Laurel 
502E,5,0,Early,51,2,40.6,Laurel 
502E,5,0,Early,49,2.5,41.9,Laurel 
502E,5,0,Early,49,2.6,41.9,Laurel 
502E,5,0,Early,47,1.2,43.2,Laurel 
502E,5,0,Early,49,1.4,43.2,Laurel 
502E,5,0,Early,51,1.7,43.2,Laurel 
502E,5,0,Early,59,1.7,43.2,Laurel 
502E,5,0,Early,55,2.4,43.2,Laurel 
502E,5,0,Early,49,2.4,43.2,Laurel 
502E,5,0,Early,na,1.4,44.5,Laurel 
502E,5,0,Early,55,1.9,45.7,Laurel 
502E,5,0,Early,49,2,45.7,Laurel 
502E,5,0,Early,53,2.1,45.7,Laurel 
502E,5,0,Early,49,2.3,45.7,Laurel 
502E,5,0,Early,55,2.5,45.7,Laurel 
502E,5,0,Early,53,1.7,48.3,Laurel 
502E,5,0,Early,51,1.7,48.3,Laurel 
502E,5,0,Early,51,2,48.3,Laurel 
502E,5,0,Early,53,2.5,48.3,Laurel 
502E,5,0,Early,57,2.5,48.3,Laurel 
502E,5,0,Early,59,2.6,48.3,Laurel 
502E,5,0,Early,49,2.7,48.3,Laurel 
502E,5,0,Early,45,3,48.3,Laurel 
502E,5,0,Early,47,3,48.3,Laurel 
502E,5,0,Early,55,3,48.3,Laurel 
502E,5,0,Early,55,1.8,50.8,Laurel 
502E,5,0,Early,51,2.4,50.8,Laurel 
502E,5,0,Early,51,2.5,50.8,Laurel 
502E,5,0,Early,45,2.6,50.8,Laurel 
502E,5,0,Early,55,2,52.1,Laurel 
502E,5,0,Early,55,1.2,53.3,Laurel 
502E,5,0,Early,49,2,53.3,Laurel 
502E,5,0,Early,na,2,53.3,Laurel 
502E,5,0,Early,47,2.5,53.3,Laurel 
502E,5,0,Early,45,2.4,54.6,Laurel 
502E,5,0,Early,59,2.4,54.6,Laurel 
502E,5,0,Early,53,2.3,55.9,Laurel 
502E,5,0,Early,53,3,55.9,Laurel 
502E,5,0,Early,57,2,58.4,Laurel 
502E,5,0,Early,49,2.4,58.4,Laurel 
502E,5,0,Early,45,3,58.4,Laurel 
502E,5,0,Early,59,2.4,59.7,Laurel 
502E,5,0,Early,57,1.7,61,Laurel 
502E,5,0,Early,55,3,62.2,Laurel 
502E,5,0,Early,53,2,63.5,Laurel 
502E,5,0,Early,55,2.1,63.5,Laurel 
502E,5,0,Early,53,3,63.5,Laurel 
502E,5,0,Early,55,3,63.5,Laurel 
502E,5,0,Early,57,3.6,63.5,Laurel 
502E,5,0,Early,53,3.1,64.8,Laurel 
502E,5,0,Early,53,2.7,66,Laurel 
502E,5,0,Early,57,2.5,68.6,Laurel 
502E,5,0,Early,57,2.6,72.4,Laurel 
502E,5,0,Early,59,2.6,74.9,Laurel 
502E,5,0,Early,55,3,76.2,Laurel 
502L,5,0,Late,65,1,12.7,Laurel 
502L,5,0,Late,25,0.37,25.4,Laurel 
502L,5,0,Late,63,0.48,27.9,Laurel 
502L,5,0,Late,61,0.57,30.5,Laurel 
502L,5,0,Late,59,0.7,30.5,Laurel 
502L,5,0,Late,35,1.76,30.5,Laurel 
502L,5,0,Late,53,1.59,43.2,Laurel 
502L,5,0,Late,59,0.78,45.7,Laurel 
502L,5,0,Late,59,0.95,48.3,Laurel 
502L,5,0,Late,65,0.66,53.3,Laurel 
502L,5,0,Late,65,1.23,63.5,Laurel 
502L,5,0,Late,63,1.58,63.5,Laurel 
502L,5,0,Late,61,0.97,68.6,Laurel 
502L,5,0,Late,63,1.29,68.6,Laurel 
502L,5,0,Late,61,0.92,71.1,Laurel 
502L,5,0,Late,61,1.4,73.7,Laurel 
502L,5,0,Late,65,1.05,76.2,Laurel 
502L,5,0,Late,63,1.1,76.2,Laurel 
502L,5,0,Late,61,1.5,76.2,Laurel 
502L,5,0,Late,67,1.31,78.7,Laurel 
502L,5,0,Late,63,1.49,78.7,Laurel 
502L,5,0,Late,63,1.16,81.3,Laurel 
502L,5,0,Late,61,1.41,81.3,Laurel 
502L,5,0,Late,63,1.53,81.3,Laurel 
502L,5,0,Late,61,1.56,81.3,Laurel 
502L,5,0,Late,61,1.61,81.3,Laurel 
502L,5,0,Late,65,1.79,81.3,Laurel 
502L,5,0,Late,67,1.48,83.8,Laurel 
502L,5,0,Late,61,1.51,83.8,Laurel 
502L,5,0,Late,61,1.82,83.8,Laurel 
502L,5,0,Late,61,2.04,83.8,Laurel 
502L,5,0,Late,61,2.76,83.8,Laurel 
502L,5,0,Late,63,1.43,88.9,Laurel 
502L,5,0,Late,69,1.68,88.9,Laurel 
502L,5,0,Late,67,2.12,88.9,Laurel 
502L,5,0,Late,67,1.75,91.4,Laurel 
502L,5,0,Late,65,1.93,91.4,Laurel 
502L,5,0,Late,67,1.62,94,Laurel 
502L,5,0,Late,67,1.74,94,Laurel 
502L,5,0,Late,65,2.12,94,Laurel 
502L,5,0,Late,69,2.24,94,Laurel 
502L,5,0,Late,69,1.54,96.5,Laurel 
502L,5,0,Late,69,1.87,96.5,Laurel 
502L,5,0,Late,67,1.9,96.5,Laurel 
502L,5,0,Late,65,2.26,96.5,Laurel 
502L,5,0,Late,63,2.36,96.5,Laurel 
502L,5,0,Late,67,1.81,99.1,Laurel 
502L,5,0,Late,67,1.84,99.1,Laurel 
502L,5,0,Late,67,1.91,99.1,Laurel 
502L,5,0,Late,61,2.02,99.1,Laurel 
502L,5,0,Late,67,2.35,99.1,Laurel 
502L,5,0,Late,63,2.19,101.6,Laurel 
502L,5,0,Late,67,2.16,104.1,Laurel 
502L,5,0,Late,61,2.22,104.1,Laurel 
502L,5,0,Late,63,2.31,104.1,Laurel 
502L,5,0,Late,69,2.48,104.1,Laurel 
502L,5,0,Late,65,2.13,106.7,Laurel 
502L,5,0,Late,63,2.41,106.7,Laurel 
502L,5,0,Late,61,2.63,106.7,Laurel 
502L,5,0,Late,67,2.1,109.2,Laurel 
502L,5,0,Late,67,2.32,109.2,Laurel 
502L,5,0,Late,69,2.51,109.2,Laurel 
502L,5,0,Late,65,2.57,109.2,Laurel 
502L,5,0,Late,63,2.7,109.2,Laurel 
502L,5,0,Late,67,2.76,109.2,Laurel 
502L,5,0,Late,67,2.86,109.2,Laurel 
502L,5,0,Late,67,1.76,111.8,Laurel 
502L,5,0,Late,67,2.36,114.3,Laurel 
502L,5,0,Late,69,2.39,116.8,Laurel 
502L,5,0,Late,67,2.79,121.9,Laurel 
502L,5,0,Late,67,3.03,124.5,Laurel 
502L,5,0,Late,67,2.91,127,Laurel 
502L,5,0,Late,67,3.43,137.2,Laurel 
503E,5,1.5,Early,na,na,15.2,Laurel 
503E,5,1.5,Early,na,na,22.9,Laurel 
503E,5,1.5,Early,na,na,22.9,Laurel 
503E,5,1.5,Early,53,0.9,27.9,Laurel 
503E,5,1.5,Early,47,2.1,30.5,Laurel 
503E,5,1.5,Early,55,1,33,Laurel 
503E,5,1.5,Early,55,1.7,33,Laurel 
503E,5,1.5,Early,55,1.1,33,Laurel 
503E,5,1.5,Early,59,1.1,33,Laurel 
503E,5,1.5,Early,55,1,34.3,Laurel 
503E,5,1.5,Early,59,1.1,35.6,Laurel 
503E,5,1.5,Early,45,2.3,38.1,Laurel 
503E,5,1.5,Early,55,1.4,43.2,Laurel 
503E,5,1.5,Early,55,1.7,44.5,Laurel 
503E,5,1.5,Early,49,1.2,45.7,Laurel 
503E,5,1.5,Early,53,1.6,45.7,Laurel 
503E,5,1.5,Early,55,2.1,45.7,Laurel 
503E,5,1.5,Early,59,1.9,47,Laurel 
503E,5,1.5,Early,53,0.9,48.3,Laurel 
503E,5,1.5,Early,49,1.1,48.3,Laurel 
503E,5,1.5,Early,55,2,49.5,Laurel 
503E,5,1.5,Early,59,1.4,53.3,Laurel 
503E,5,1.5,Early,49,1.7,53.3,Laurel 
503E,5,1.5,Early,59,1.3,54.6,Laurel 
503E,5,1.5,Early,59,1.9,54.6,Laurel 
503E,5,1.5,Early,59,1.5,55.9,Laurel 
503E,5,1.5,Early,55,1.9,55.9,Laurel 
503E,5,1.5,Early,55,2,55.9,Laurel 
503E,5,1.5,Early,59,1.1,58.4,Laurel 
503E,5,1.5,Early,59,1.4,58.4,Laurel 
503E,5,1.5,Early,59,1.6,58.4,Laurel 
503E,5,1.5,Early,57,1.4,61,Laurel 
503E,5,1.5,Early,57,1.7,61,Laurel 
503E,5,1.5,Early,53,3.7,62.2,Laurel 
503E,5,1.5,Early,55,1.8,63.5,Laurel 
503E,5,1.5,Early,49,2.3,63.5,Laurel 
503E,5,1.5,Early,59,1.4,66,Laurel 
503E,5,1.5,Early,55,2,66,Laurel 
503E,5,1.5,Early,57,2.1,66,Laurel 
503E,5,1.5,Early,57,2.3,66,Laurel 
503E,5,1.5,Early,55,2.4,66,Laurel 
503E,5,1.5,Early,55,2.3,67.3,Laurel 
503E,5,1.5,Early,59,1.2,68.6,Laurel 
503E,5,1.5,Early,59,1.6,68.6,Laurel 
503E,5,1.5,Early,59,1.8,68.6,Laurel 
503E,5,1.5,Early,55,1.8,68.6,Laurel 
503E,5,1.5,Early,59,3,68.6,Laurel 
503E,5,1.5,Early,51,3.2,68.6,Laurel 
503E,5,1.5,Early,55,2.3,71.1,Laurel 
503E,5,1.5,Early,59,2.4,71.1,Laurel 
503E,5,1.5,Early,59,2.4,71.1,Laurel 
503E,5,1.5,Early,59,3.1,71.1,Laurel 
503E,5,1.5,Early,53,3,72.4,Laurel 
503E,5,1.5,Early,55,2,73.7,Laurel 
503E,5,1.5,Early,59,2,73.7,Laurel 
503E,5,1.5,Early,59,2.1,73.7,Laurel 
503E,5,1.5,Early,47,2.4,73.7,Laurel 
503E,5,1.5,Early,59,2.5,73.7,Laurel 
503E,5,1.5,Early,51,2.7,73.7,Laurel 
503E,5,1.5,Early,59,2.6,74.9,Laurel 
503E,5,1.5,Early,59,2,76.2,Laurel 
503E,5,1.5,Early,59,2.5,76.2,Laurel 
503E,5,1.5,Early,59,3.9,76.2,Laurel 
503E,5,1.5,Early,55,2.6,77.5,Laurel 
503E,5,1.5,Early,59,2,78.7,Laurel 
503E,5,1.5,Early,57,2.6,78.7,Laurel 
503E,5,1.5,Early,59,2.5,80,Laurel 
503E,5,1.5,Early,51,2,81.3,Laurel 
503E,5,1.5,Early,59,2.4,81.3,Laurel 
503E,5,1.5,Early,55,3,81.3,Laurel 
503E,5,1.5,Early,57,3,82.6,Laurel 
503E,5,1.5,Early,59,2.6,86.4,Laurel 
503E,5,1.5,Early,59,3.5,86.4,Laurel 
503E,5,1.5,Early,57,3,87.6,Laurel 
503E,5,1.5,Early,59,3.1,88.9,Laurel 
503E,5,1.5,Early,57,3.3,88.9,Laurel 
503E,5,1.5,Early,59,3,94,Laurel 
503E,5,1.5,Early,57,3,94,Laurel 
503E,5,1.5,Early,59,3.3,95.3,Laurel 
503E,5,1.5,Early,59,3.3,95.3,Laurel 
503E,5,1.5,Early,57,3.4,95.3,Laurel 
503E,5,1.5,Early,59,3,99.1,Laurel 
503E,5,1.5,Early,57,3.2,99.1,Laurel 
503L,5,1.5,Late,61,1.04,40.6,Laurel 
503L,5,1.5,Late,71,0.77,48.3,Laurel 
503L,5,1.5,Late,65,0.79,58.4,Laurel 
503L,5,1.5,Late,65,0.77,61,Laurel 
503L,5,1.5,Late,65,1.91,61,Laurel 
503L,5,1.5,Late,61,1.47,63.5,Laurel 
503L,5,1.5,Late,69,0.67,66,Laurel 
503L,5,1.5,Late,69,0.73,68.6,Laurel 
503L,5,1.5,Late,67,0.84,68.6,Laurel 
503L,5,1.5,Late,59,1.66,68.6,Laurel 
503L,5,1.5,Late,69,0.72,71.1,Laurel 
503L,5,1.5,Late,69,1.16,73.7,Laurel 
503L,5,1.5,Late,65,1.21,76.2,Laurel 
503L,5,1.5,Late,69,1.23,78.7,Laurel 
503L,5,1.5,Late,65,1.5,81.3,Laurel 
503L,5,1.5,Late,69,1.85,81.3,Laurel 
503L,5,1.5,Late,69,1.2,83.8,Laurel 
503L,5,1.5,Late,69,1.25,83.8,Laurel 
503L,5,1.5,Late,69,1.02,86.4,Laurel 
503L,5,1.5,Late,69,1.91,86.4,Laurel 
503L,5,1.5,Late,67,1.92,86.4,Laurel 
503L,5,1.5,Late,69,1.52,88.9,Laurel 
503L,5,1.5,Late,69,1.43,91.4,Laurel 
503L,5,1.5,Late,65,1.9,91.4,Laurel 
503L,5,1.5,Late,67,1.23,94,Laurel 
503L,5,1.5,Late,69,1.42,94,Laurel 
503L,5,1.5,Late,69,1.59,94,Laurel 
503L,5,1.5,Late,69,1.1,96.5,Laurel 
503L,5,1.5,Late,67,1.35,96.5,Laurel 
503L,5,1.5,Late,67,1.45,96.5,Laurel 
503L,5,1.5,Late,69,1.77,99.1,Laurel 
503L,5,1.5,Late,65,2.63,100.3,Laurel 
503L,5,1.5,Late,67,1.44,101.6,Laurel 
503L,5,1.5,Late,67,1.71,101.6,Laurel 
503L,5,1.5,Late,67,1.76,101.6,Laurel 
503L,5,1.5,Late,69,1.63,104.1,Laurel 
503L,5,1.5,Late,69,1.71,106.7,Laurel 
503L,5,1.5,Late,67,2.12,106.7,Laurel 
503L,5,1.5,Late,67,2.36,106.7,Laurel 
503L,5,1.5,Late,67,1.89,109.2,Laurel 
503L,5,1.5,Late,69,2.01,109.2,Laurel 
503L,5,1.5,Late,69,2.03,109.2,Laurel 
503L,5,1.5,Late,69,1.82,111.8,Laurel 
503L,5,1.5,Late,69,1.89,111.8,Laurel 
503L,5,1.5,Late,65,2.4,111.8,Laurel 
503L,5,1.5,Late,67,1.92,114.3,Laurel 
503L,5,1.5,Late,69,2,114.3,Laurel 
503L,5,1.5,Late,69,2.13,114.3,Laurel 
503L,5,1.5,Late,67,2.26,114.3,Laurel 
503L,5,1.5,Late,69,2.32,114.3,Laurel 
503L,5,1.5,Late,69,2.38,114.3,Laurel 
503L,5,1.5,Late,69,2.56,114.3,Laurel 
503L,5,1.5,Late,69,0.96,116.8,Laurel 
503L,5,1.5,Late,69,2.4,119.4,Laurel 
503L,5,1.5,Late,69,2.42,119.4,Laurel 
503L,5,1.5,Late,69,2.08,121.9,Laurel 
503L,5,1.5,Late,69,2.26,121.9,Laurel 
503L,5,1.5,Late,67,2.35,121.9,Laurel 
503L,5,1.5,Late,67,2.98,121.9,Laurel 
503L,5,1.5,Late,69,3.24,121.9,Laurel 
503L,5,1.5,Late,69,2.35,124.5,Laurel 
503L,5,1.5,Late,69,2.51,124.5,Laurel 
503L,5,1.5,Late,67,2.75,124.5,Laurel 
503L,5,1.5,Late,67,2.92,124.5,Laurel 
503L,5,1.5,Late,71,3.13,124.5,Laurel 
503L,5,1.5,Late,69,2.25,127,Laurel 
503L,5,1.5,Late,69,2.49,127,Laurel 
503L,5,1.5,Late,67,2.6,129.5,Laurel 
503L,5,1.5,Late,69,2.78,129.5,Laurel 
503L,5,1.5,Late,67,3.16,129.5,Laurel 
503L,5,1.5,Late,69,2.64,132.1,Laurel 
503L,5,1.5,Late,69,2.06,134.6,Laurel 
503L,5,1.5,Late,69,2.67,134.6,Laurel 
503L,5,1.5,Late,63,2.73,134.6,Laurel 
503L,5,1.5,Late,69,2.72,137.2,Laurel 
503L,5,1.5,Late,69,2.91,137.2,Laurel 
503L,5,1.5,Late,69,2.99,137.2,Laurel 
503L,5,1.5,Late,69,3.05,137.2,Laurel 
503L,5,1.5,Late,69,3.11,137.2,Laurel 
503L,5,1.5,Late,69,3.12,137.2,Laurel 
503L,5,1.5,Late,69,2.66,139.7,Laurel 
503L,5,1.5,Late,69,2.97,139.7,Laurel 
503L,5,1.5,Late,69,3.47,139.7,Laurel 
503L,5,1.5,Late,69,2.51,142.2,Laurel 
503L,5,1.5,Late,67,3.09,142.2,Laurel 
503L,5,1.5,Late,69,3.41,142.2,Laurel 
503L,5,1.5,Late,67,3.34,144.8,Laurel 
503L,5,1.5,Late,69,2.99,149.9,Laurel 
